NR_SEQUENCIA;DT_ATUALIZACAO;NM_USUARIO;DT_ATUALIZACAO_NREC;NM_USUARIO_NREC;CD_ESTABELECIMENTO;CD_BEM;DS_BEM;DT_AQUISICAO;DT_INICIO_USO;NR_SEQ_TIPO;NR_SEQ_LOCAL;IE_IMOBILIZADO;IE_SITUACAO;CD_CENTRO_CUSTO;CD_CONTA_CONTABIL;IE_TIPO_VALOR;TX_DEPREC;TX_FISCAL;CD_CGC;NR_NOTA_FISCAL;NR_SEQ_ADICAO;DS_SERIE;CD_PESSOA_FISICA;CD_BEM_SUPERIOR;VL_ORIGINAL;NR_SEQ_MARCA;CD_MOEDA;IE_SUBVENCAO;DT_GARANTIA;DS_OBSERVACAO;NR_SEQ_CRIT_RATEIO;CD_BEM_EXTERNO;VL_RESIDUAL;IE_PROPRIEDADE;VL_MERCADO;NR_SEQ_REGRA_CONTA;QT_TEMPO_VIDA_UTIL;DT_VALOR;VL_BASE_DEPREC;VL_CONTABIL;VL_DEPREC_ACUM;VL_DEPREC_MES;NR_APOLICE;DT_INICIO;DT_FIM;NR_SEQ_CONTRATO;CD_EMPRESA_SEGURO;DS_DESCRICAO
1051;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5970;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;15/08/2022;15/08/2022;71;310;S;A;1020;220316;O;20,0000;20,0000;;;;;;;1075,00;;1;;;;;;;;;8;;30/06/2024;1075,0000;682.89;392.11;5.96;;;;;;BEM
1052;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6733;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;15/08/2022;15/08/2022;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;4393.33;;1;;;;;;;;;8;;30/06/2024;1075,0000;682.89;392.11;5.96;;;;;;BEM
1053;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6482;NOTEBOOK DELL. COR: PRETO. MARCA: DELL. MODELO: VOSTRO 14. NO.SERIE: FP68703;15/08/2022;15/08/2022;71;310;S;A;1020;220316;O;20,0000;20,0000;;;;;;;3899,00;;1;;;;;;;;;8;;30/06/2024;4393.33;2791.18;1602.15;24.38;;;;;;BEM
1054;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5973;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3090;19/08/2022;19/08/2022;71;334;S;A;1007;220316;O;20,0000;20,0000;;;;;;;3899,00;;1;;;;;;;;;8;;30/06/2024;3899,0000;2485.48;1413.52;21.69;;;;;;BEM
1055;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5974;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3090;19/08/2022;19/08/2022;71;347;S;A;1002;220316;O;20,0000;20,0000;;;;;;;3899,00;;1;;;;;;;;;8;;30/06/2024;3899,0000;2485.48;1413.52;21.69;;;;;;BEM
1056;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5979;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3090;19/08/2022;19/08/2022;71;346;S;A;1002;220316;O;20,0000;20,0000;;;;;;;3899,00;;1;;;;;;;;;8;;30/06/2024;3899,0000;2485.48;1413.52;21.69;;;;;;BEM
1057;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5976;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3090;19/08/2022;19/08/2022;71;165;S;A;1034;220316;O;20,0000;20,0000;;;;;;;3899,00;;1;;;;;;;;;8;;30/06/2024;3899,0000;2485.48;1413.52;21.69;;;;;;BEM
1058;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5977;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3090;19/08/2022;19/08/2022;71;203;S;A;1003;220316;O;20,0000;20,0000;;;;;;;3899,00;;1;;;;;;;;;8;;30/06/2024;3899,0000;2485.48;1413.52;21.69;;;;;;BEM
1059;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5978;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3090;19/08/2022;19/08/2022;71;334;S;A;1007;220316;O;20,0000;20,0000;;;;;;;1250,00;;1;;;;;;;;;8;;30/06/2024;3899,0000;2485.48;1413.52;21.69;;;;;;BEM
1060;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5983;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: BRANCO. ENCOSTO EM:;31/08/2022;31/08/2022;152;192;S;A;1003;220317;O;10,0000;10,0000;;;;;;;1250,00;;1;;;;;;;;;9;;30/06/2024;1250,0000;1024.98;225.02;5.86;;;;;;BEM
1061;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5984;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;31/08/2022;31/08/2022;152;487;S;A;1003;220317;O;10,0000;10,0000;;;;;;;1095,00;;1;;;;;;;;;9;;30/06/2024;1250,0000;1024.98;225.02;5.86;;;;;;BEM
1062;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6250;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;31/08/2022;31/08/2022;71;347;S;A;1002;220316;O;20,0000;20,0000;;;;;;;1095,00;;1;;;;;;;;;8;;30/06/2024;1095,0000;705.03;389.97;6.13;;;;;;BEM
1063;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6254;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;31/08/2022;31/08/2022;71;346;S;A;1002;220316;O;20,0000;20,0000;;;;;;;1095,00;;1;;;;;;;;;8;;30/06/2024;1095,0000;705.03;389.97;6.13;;;;;;BEM
1064;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6240;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;31/08/2022;31/08/2022;71;203;S;A;1003;220316;O;20,0000;20,0000;;;;;;;1095,00;;1;;;;;;;;;8;;30/06/2024;1095,0000;705.03;389.97;6.13;;;;;;BEM
1065;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5985;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;31/08/2022;31/08/2022;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;1095,00;;1;;;;;;;;;8;;30/06/2024;1095,0000;705.03;389.97;6.13;;;;;;BEM
1066;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6504;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;31/08/2022;31/08/2022;71;165;S;A;1034;220316;O;20,0000;20,0000;;;;;;;1095,00;;1;;;;;;;;;8;;30/06/2024;1095,0000;705.03;389.97;6.13;;;;;;BEM
1067;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6259;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;31/08/2022;31/08/2022;71;334;S;A;1007;220316;O;20,0000;20,0000;;;;;;;1095,00;;1;;;;;;;;;8;;30/06/2024;1095,0000;705.03;389.97;6.13;;;;;;BEM
1068;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6260;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;31/08/2022;31/08/2022;71;334;S;A;1007;220316;O;20,0000;20,0000;;;;;;;34351.17;;1;;;;;;;;;8;;30/06/2024;1095,0000;705.03;389.97;6.13;;;;;;BEM
1069;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;59081;FIREWALL  FORTIGATE 200F;01/08/2022;01/08/2022;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;3955,00;;1;;;;;;;;;8;;30/06/2024;34351.17;21566.64;12784.53;189.09;;;;;;BEM
1070;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5953;"NOTEBOOK VOSTRO 14"". CORE I5 8ª GER.. 8GB RAM. 256 GB SSD.  3 ANOS GARANTIA";30/09/2022;30/09/2022;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;3955,00;;1;;;;;;;;;8;;30/06/2024;3955,0000;2611.88;1343.12;22.52;;;;;;BEM
1071;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5955;NOTEBOOK DELL. COR: PRETO. MARCA: DELL. MODELO: VOSTRO 15 3510. NO.SERIE: 109HMR;30/09/2022;30/09/2022;71;512;S;A;1008;220316;O;20,0000;20,0000;;;;;;;1171.43;;1;;;;;;;;;8;;30/06/2024;3955,0000;2611.88;1343.12;22.52;;;;;;BEM
1072;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5959;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;17/10/2022;17/10/2022;152;167;S;A;1018;220317;O;10,0000;10,0000;;;;;;;1103.57;;1;;;;;;;;;9;;30/06/2024;1171.43;975.74;195.69;5.53;;;;;;BEM
1073;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5960;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;17/10/2022;17/10/2022;152;162;S;A;1030;220317;O;10,0000;10,0000;;;;;;;1103.57;;1;;;;;;;;;9;;30/06/2024;1103.57;919.11;184.46;5.21;;;;;;BEM
1074;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5961;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;17/10/2022;17/10/2022;152;162;S;A;1030;220317;O;10,0000;10,0000;;;;;;;1103.57;;1;;;;;;;;;9;;30/06/2024;1103.57;919.11;184.46;5.21;;;;;;BEM
1075;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5962;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;17/10/2022;17/10/2022;152;162;S;A;1030;220317;O;10,0000;10,0000;;;;;;;1103.57;;1;;;;;;;;;9;;30/06/2024;1103.57;919.11;184.46;5.21;;;;;;BEM
1076;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5963;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;17/10/2022;17/10/2022;152;162;S;A;1030;220317;O;10,0000;10,0000;;;;;;;1103.57;;1;;;;;;;;;9;;30/06/2024;1103.57;919.11;184.46;5.21;;;;;;BEM
1077;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5965;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;17/10/2022;17/10/2022;152;162;S;A;1030;220317;O;10,0000;10,0000;;;;;;;4235,00;;1;;;;;;;;;9;;30/06/2024;1103.57;919.11;184.46;5.21;;;;;;BEM
1078;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5994;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: VOSTRO 15 3510. NO.SERIE: 4RM5LQ;21/10/2022;21/10/2022;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;4274,00;;1;;;;;;;;;8;;30/06/2024;4235,0000;2844.54;1390.46;24.39;;;;;;BEM
1079;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5998;NOTEBOOK DELL VOSTRO 3510  I51135G7. MEMORIA 8GB. SSD 256GB3 ANOS GARANTIA;31/10/2022;01/01/2024;71;187;S;A;1042;220316;O;20,0000;20,0000;;;;;;;4274,00;;1;;;;;;;;;8;;30/06/2024;4274,0000;3883.6;390.4;29.64;;;;;;BEM
1080;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5996;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: VOSTRO 15 3510. NO.SERIE: H6MSQR;31/10/2022;01/01/2024;71;366;S;A;1042;220316;O;20,0000;20,0000;;;;;;;4274,00;;1;;;;;;;;;8;;30/06/2024;4274,0000;3883.6;390.4;29.64;;;;;;BEM
1081;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5997;NOTEBOOK DELL VOSTRO 3510  I51135G7. MEMORIA 8GB. SSD 256GB3 ANOS GARANTIA;31/10/2022;01/01/2024;71;187;S;A;1042;220316;O;20,0000;20,0000;;;;;;;4274,00;;1;;;;;;;;;8;;30/06/2024;4274,0000;3883.6;390.4;29.64;;;;;;BEM
1082;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5999;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: VOSTRO 15 3510. NO.SERIE: C6MSQR;31/10/2022;01/01/2024;71;366;S;A;1042;220316;O;20,0000;20,0000;;;;;;;4274,00;;1;;;;;;;;;8;;30/06/2024;4274,0000;3885.88;388.12;29.66;;;;;;BEM
1083;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6000;NOTEBOOK DELL VOSTRO 3510  I51135G7. MEMORIA 8GB. SSD 256GB3 ANOS GARANTIA;31/10/2022;01/01/2024;71;187;S;A;1042;220316;O;20,0000;20,0000;;;;;;;4274,00;;1;;;;;;;;;8;;30/06/2024;4274,0000;3883.6;390.4;29.64;;;;;;BEM
1084;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6001;NOTEBOOK DELL VOSTRO 3510  I51135G7. MEMORIA 8GB. SSD 256GB3 ANOS GARANTIA;31/10/2022;01/01/2024;71;187;S;A;1042;220316;O;20,0000;20,0000;;;;;;;7350,00;;1;;;;;;;;;8;;30/06/2024;4274,0000;3885.88;388.12;29.66;;;;;;BEM
1085;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6025;CAMERA DIGITAL. C MICROFONETRIPECASEMEMORIA;30/12/2022;30/12/2022;152;399;S;A;1032;220317;O;10,0000;10,0000;;;;;;;6999.5;;1;;;;;;;;;9;;30/06/2024;7350,0000;6269.76;1080.24;35.04;;;;;;BEM
1086;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6028;NOTEBOOK VOSTO 5320;05/01/2023;05/01/2023;71;169;S;A;1021;220316;O;20,0000;20,0000;;;;;;;383415,00;;1;;;;;;;;;8;;30/06/2024;6999.5;4989.44;2010.06;41.89;;;;;;BEM
1087;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;99948669;GERADOR SOLAR FOTOVOLTACIO;06/01/2023;27/03/2023;155;407;S;A;1025;210917;O;10,0000;10,0000;;;;;;;590,00;;1;;;;;;;;;2;;30/06/2024;383415,0000;336319.19;47095.81;1848.65;;;;;;BEM
1088;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6034;GAVETEIRO EM MDF. ALTURA: 0.70. COMPRIMENTO: 0.45. COR: BRANCO. ESTRUTURA EM: MD;19/01/2023;19/01/2023;152;641;S;A;1038;220317;O;10,0000;10,0000;;;;;;;590,00;;1;;;;;;;;;9;;30/06/2024;590,0000;506.4;83.6;2.82;;;;;;BEM
1089;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6035;GAVETEIRO EM MDF. ALTURA: 0.70. COMPRIMENTO: 0.45. COR: BRANCO. ESTRUTURA EM: MD;19/01/2023;19/01/2023;152;641;S;A;1038;220317;O;10,0000;10,0000;;;;;;;1020,00;;1;;;;;;;;;9;;30/06/2024;590,0000;506.4;83.6;2.82;;;;;;BEM
1090;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6675;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;19/01/2023;19/01/2023;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;1020,00;;1;;;;;;;;;8;;30/06/2024;1020,0000;734.73;285.27;6.14;;;;;;BEM
1091;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6530;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;19/01/2023;19/01/2023;71;169;S;A;1021;220316;O;20,0000;20,0000;;;;;;;4699,00;;1;;;;;;;;;8;;30/06/2024;1020,0000;734.73;285.27;6.14;;;;;;BEM
1092;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6032;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3000;19/01/2023;19/01/2023;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;6999.5;;1;;;;;;;;;8;;30/06/2024;4699,0000;3384.74;1314.26;28.3;;;;;;BEM
1093;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6038;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: VOSTRO 15 3510. NO.SERIE: 2SKX9V;25/01/2023;25/01/2023;71;405;S;A;1024;220316;O;20,0000;20,0000;;;;;;;3911,00;;1;;;;;;;;;8;;30/06/2024;6999.5;5064.34;1935.16;42.26;;;;;;BEM
1094;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6056;ARMARIO ALTO. ALTURA: 0.85. COMPRIMENTO: 3.40. COR: BRANCO. ESTRUTURA EM: MDF. L;15/02/2023;15/02/2023;152;641;S;A;1038;220317;O;10,0000;10,0000;;;;;;;2989,00;;1;;;;;;;;;9;;30/06/2024;3911,0000;3387.09;523.91;18.76;;;;;;BEM
1095;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6057;ARMARIO ALTO. ALTURA: 0.85. COMPRIMENTO: 2.65. COR: BRANCO. ESTRUTURA EM: MDF. L;15/02/2023;15/02/2023;152;641;S;A;1038;220317;O;10,0000;10,0000;;;;;;;2643.89;;1;;;;;;;;;9;;30/06/2024;2989,0000;2588.56;400.44;14.34;;;;;;BEM
1096;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6065;CONDICIONADOR DE AR TCL. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: TCL;28/03/2023;31/03/2023;152;504;S;A;1029;220317;O;10,0000;10,0000;;;;;;;2585,00;;1;;;;;;;;;9;;30/06/2024;2643.89;2322,0000;321.89;12.76;;;;;;BEM
1097;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6066;TELEVISAO TCL. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: TCL;30/03/2023;31/03/2023;152;184;S;A;1023;220317;O;10,0000;10,0000;;;;;;;2585,00;;1;;;;;;;;;9;;30/06/2024;2585,0000;2270.27;314.73;12.48;;;;;;BEM
1098;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6067;TELEVISAO TCL. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: TCL;30/03/2023;31/03/2023;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;2585,00;;1;;;;;;;;;9;;30/06/2024;2585,0000;2270.27;314.73;12.48;;;;;;BEM
1099;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6068;TELEVISAO TCL. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: TCL;30/03/2023;31/03/2023;152;162;S;A;1030;220317;O;10,0000;10,0000;;;;;;;3835,00;;1;;;;;;;;;9;;30/06/2024;2585,0000;2270.27;314.73;12.48;;;;;;BEM
1100;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6120;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: VOSTRO 15 3510. NO.SERIE: 2KKKBW;30/03/2023;30/03/2023;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;4615,00;;1;;;;;;;;;8;;30/06/2024;3835,0000;2912.12;922.88;23.88;;;;;;BEM
1101;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6064;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: VOSTRO;13/03/2023;13/03/2023;71;169;S;A;1021;220316;O;20,0000;20,0000;;;;;;;2150,00;;1;;;;;;;;;8;;30/06/2024;4615,0000;3462.44;1152.56;28.54;;;;;;BEM
1102;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6069;CONDICIONADOR DE AR ELGIN. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: ELGI;30/03/2023;30/03/2023;152;169;S;A;1021;220317;O;10,0000;10,0000;;;;;;;30600,00;;1;;;;;;;;;9;;30/06/2024;2150,0000;1887.58;262.42;10.38;;;;;;BEM
1103;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;999154;SERVICO DE REFORMA NO DEPOSITO DA SEDE;03/03/2023;13/03/2023;7;719;S;A;1044;220368;O;4,0000;4,0000;;;;;;;5480,00;;1;;;;;;;;;11;;30/06/2024;30600,0000;17674.11;12925.89;504.92;;;;;;BEM
1104;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6139;CONDICIONADOR DE AR GREE. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: GREE.;20/04/2023;20/04/2023;152;165;S;A;1034;220317;O;10,0000;10,0000;;;;;;;4370,00;;1;;;;;;;;;9;;30/06/2024;5480,0000;4843.01;636.99;26.54;;;;;;BEM
1105;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6167;CONDICIONADOR DE AR TCL. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: TCL;14/04/2023;14/04/2023;152;375;S;A;1027;220317;O;10,0000;10,0000;;;;;;;842.18;;1;;;;;;;;;9;;30/06/2024;4370,0000;3854.78;515.22;21.12;;;;;;BEM
1106;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6141;MESA EM MDF. ALTURA: 0.80. COMPRIMENTO: 1.20. COR: CINZA. ESTRUTURA EM: MDF. LAR;24/05/2023;24/05/2023;152;182;S;A;1014;220317;O;10,0000;10,0000;;;;;;;1598.59;;1;;;;;;;;;9;;30/06/2024;842.18;752.03;90.15;4.1;;;;;;BEM
1107;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6142;MESA EM MDF. ALTURA: 0.80. COMPRIMENTO: 2.00. COR: CINZA. ESTRUTURA EM: MDF. LAR;24/05/2023;24/05/2023;152;182;S;A;1014;220317;O;10,0000;10,0000;;;;;;;1176.55;;1;;;;;;;;;9;;30/06/2024;1598.59;1427.54;171.05;7.77;;;;;;BEM
1108;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6143;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;24/05/2023;24/05/2023;152;182;S;A;1014;220317;O;10,0000;10,0000;;;;;;;276.53;;1;;;;;;;;;9;;30/06/2024;1176.55;1050.7;125.85;5.72;;;;;;BEM
1109;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6144;CADEIRA FIXA. ASSENTO EM: POLIPROPILENO. COR: PRETO. ENCOSTO EM: POLIPROPILENO.;24/05/2023;24/05/2023;152;182;S;A;1014;220317;O;10,0000;10,0000;;;;;;;276.53;;1;;;;;;;;;9;;30/06/2024;276.53;246.99;29.54;1.35;;;;;;BEM
1110;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6145;CADEIRA FIXA. ASSENTO EM: POLIPROPILENO. COR: PRETO. ENCOSTO EM: POLIPROPILENO.;24/05/2023;24/05/2023;152;182;S;A;1014;220317;O;10,0000;10,0000;;;;;;;276.53;;1;;;;;;;;;9;;30/06/2024;276.53;246.99;29.54;1.35;;;;;;BEM
1111;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6146;CADEIRA FIXA. ASSENTO EM: POLIPROPILENO. COR: PRETO. ENCOSTO EM: POLIPROPILENO.;24/05/2023;24/05/2023;152;182;S;A;1014;220317;O;10,0000;10,0000;;;;;;;276.53;;1;;;;;;;;;9;;30/06/2024;276.53;246.99;29.54;1.35;;;;;;BEM
1112;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6147;CADEIRA FIXA. ASSENTO EM: POLIPROPILENO. COR: PRETO. ENCOSTO EM: POLIPROPILENO.;24/05/2023;24/05/2023;152;182;S;A;1014;220317;O;10,0000;10,0000;;;;;;;276.56;;1;;;;;;;;;9;;30/06/2024;276.53;246.99;29.54;1.35;;;;;;BEM
1113;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6148;CADEIRA FIXA. ASSENTO EM: POLIPROPILENO. COR: PRETO. ENCOSTO EM: POLIPROPILENO.;24/05/2023;24/05/2023;152;182;S;A;1014;220317;O;10,0000;10,0000;;;;;;;3250,00;;1;;;;;;;;;9;;30/06/2024;276.56;247.02;29.54;1.35;;;;;;BEM
1114;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6172;AR COND 9.000 BTUS;17/07/2023;17/07/2023;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;2300,00;;1;;;;;;;;;9;;30/06/2024;3250,0000;2950.65;299.35;15.45;;;;;;BEM
1115;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4263;CONDICIONADOR DE AR ELGIN. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: ELGI;17/07/2023;17/07/2023;152;167;S;A;1018;220317;O;10,0000;10,0000;;;;;;;1250,00;;1;;;;;;;;;9;;30/06/2024;2300,0000;2087.48;212.52;10.93;;;;;;BEM
1116;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;7746;CADEIRA GIRATORIA;31/08/2023;31/08/2023;152;346;S;A;1002;220317;O;10,0000;10,0000;;;;;;;1151.44;;1;;;;;;;;;9;;30/06/2024;1250,0000;1149.86;100.14;6.02;;;;;;BEM
1117;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;7747;CADEIRA GIR C BR EXECUTIVA PRESIDENTE GIRATORIA CAVALETTI COD.4001;31/08/2023;31/08/2023;152;168;S;A;1012;220317;O;10,0000;10,0000;;;;;;;1151.44;;1;;;;;;;;;9;;30/06/2024;1151.44;1059.18;92.26;5.55;;;;;;BEM
1118;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;7748;CADEIRA GIR C BR EXECUTIVA PRESIDENTE GIRATORIA CAVALETTI COD.4001;31/08/2023;31/08/2023;152;168;S;A;1012;220317;O;10,0000;10,0000;;;;;;;1151.44;;1;;;;;;;;;9;;30/06/2024;1151.44;1059.18;92.26;5.55;;;;;;BEM
1119;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;7749;CADEIRA GIR C BR EXECUTIVA PRESIDENTE GIRATORIA CAVALETTI COD.4001;31/08/2023;31/08/2023;152;168;S;A;1012;220317;O;10,0000;10,0000;;;;;;;1081.89;;1;;;;;;;;;9;;30/06/2024;1151.44;1059.18;92.26;5.55;;;;;;BEM
1120;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;7750;MESA DE TRABALHO 1.20 X 0.68;31/08/2023;31/08/2023;152;168;S;A;1012;220317;O;10,0000;10,0000;;;;;;;1081.89;;1;;;;;;;;;9;;30/06/2024;1081.89;995.21;86.68;5.21;;;;;;BEM
1121;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;7751;MESA DE TRABALHO 1.20 X 0.68;31/08/2023;31/08/2023;152;168;S;A;1012;220317;O;10,0000;10,0000;;;;;;;1081.9;;1;;;;;;;;;9;;30/06/2024;1081.89;995.21;86.68;5.21;;;;;;BEM
