NR_SEQUENCIA;DT_ATUALIZACAO;NM_USUARIO;DT_ATUALIZACAO_NREC;NM_USUARIO_NREC;CD_ESTABELECIMENTO;CD_BEM;DS_BEM;DT_AQUISICAO;DT_INICIO_USO;NR_SEQ_TIPO;NR_SEQ_LOCAL;IE_IMOBILIZADO;IE_SITUACAO;CD_CENTRO_CUSTO;CD_CONTA_CONTABIL;IE_TIPO_VALOR;TX_DEPREC;TX_FISCAL;CD_CGC;NR_NOTA_FISCAL;NR_SEQ_ADICAO;DS_SERIE;CD_PESSOA_FISICA;CD_BEM_SUPERIOR;VL_ORIGINAL;NR_SEQ_MARCA;CD_MOEDA;IE_SUBVENCAO;DT_GARANTIA;DS_OBSERVACAO;NR_SEQ_CRIT_RATEIO;CD_BEM_EXTERNO;VL_RESIDUAL;IE_PROPRIEDADE;VL_MERCADO;NR_SEQ_REGRA_CONTA;QT_TEMPO_VIDA_UTIL;DT_VALOR;VL_BASE_DEPREC;VL_CONTABIL;VL_DEPREC_ACUM;VL_DEPREC_MES;NR_APOLICE;DT_INICIO;DT_FIM;NR_SEQ_CONTRATO;CD_EMPRESA_SEGURO;DS_DESCRICAO
401;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1756;CPU LENOVO. COR: PRETO. ESTRUTURA EM: ACO. MARCA: LENOVO. MODELO: THINKCENTRE E7;10/04/2015;01/11/2015;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;1770,00;;1;;;;;;;;;8;;30/06/2024;1770,0000;0,0000;1770,0000;0,0000;;;;;;BEM
402;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1694;CPU LENOVO. COR: PRETO. ESTRUTURA EM: ACO. MARCA: LENOVO. MODELO: THINKCENTRE E7;10/04/2015;01/11/2015;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;1770,00;;1;;;;;;;;;8;;30/06/2024;1770,0000;0,0000;1770,0000;0,0000;;;;;;BEM
403;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1693;CPU LENOVO. COR: PRETO. ESTRUTURA EM: ACO. MARCA: LENOVO. MODELO: THINKCENTRE E7;10/04/2015;01/11/2015;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;1770,00;;1;;;;;;;;;8;;30/06/2024;1770,0000;0,0000;1770,0000;0,0000;;;;;;BEM
404;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1114;CPU LENOVO. COR: PRETO. ESTRUTURA EM: ACO. MARCA: LENOVO. MODELO: THINKCENTRE E7;10/04/2015;01/11/2015;71;380;S;A;1036;220316;O;20,0000;20,0000;;;;;;;594,00;;1;;;;;;;;;8;;30/06/2024;1770,0000;0,0000;1770,0000;0,0000;;;;;;BEM
405;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6443;MONITOR SAMSUNG. ANO FABRICACAO: 2015. COR: PRETO. ESTRUTURA EM: POLIPROPILENO.;13/11/2015;13/11/2015;71;520;S;A;1015;220316;O;20,0000;20,0000;;;;;;;594,00;;1;;;;;;;;;8;;30/06/2024;594,0000;0,0000;594,0000;0,0000;;;;;;BEM
406;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6682;MONITOR SAMSUNG. ANO FABRICACAO: 2015. COR: PRETO. ESTRUTURA EM: POLIPROPILENO .;13/11/2015;13/11/2015;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;1770,00;;1;;;;;;;;;8;;30/06/2024;594,0000;0,0000;594,0000;0,0000;;;;;;BEM
407;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1445;CPU LENOVO. COR: PRETO. ESTRUTURA EM: ACO. MARCA: LENOVO. MODELO: THINKCENTRE E7;10/04/2015;01/11/2015;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;1770,00;;1;;;;;;;;;8;;30/06/2024;1770,0000;0,0000;1770,0000;0,0000;;;;;;BEM
408;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1240;CPU LENOVO. COR: PRETO. ESTRUTURA EM: ACO. MARCA: LENOVO. MODELO: THINKCENTRE E7;10/04/2015;01/11/2015;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;1770,00;;1;;;;;;;;;8;;30/06/2024;1770,0000;0,0000;1770,0000;0,0000;;;;;;BEM
409;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1241;CPU LENOVO. COR: PRETO. ESTRUTURA EM: ACO. MARCA: LENOVO. MODELO: THINKCENTRE E7;10/04/2015;01/11/2015;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;590,00;;1;;;;;;;;;8;;30/06/2024;1770,0000;0,0000;1770,0000;0,0000;;;;;;BEM
410;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;476;CADEIRA GIRATORIA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM: T;15/12/2015;15/12/2015;152;399;S;A;1032;220317;O;10,0000;10,0000;;;;;;;590,00;;1;;;;;;;;;9;;30/06/2024;590,0000;89.13;500.87;1.27;;;;;;BEM
411;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;477;CADEIRA GIRATORIA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM: T;15/12/2015;15/12/2015;152;399;S;A;1032;220317;O;10,0000;10,0000;;;;;;;590,00;;1;;;;;;;;;9;;30/06/2024;590,0000;89.13;500.87;1.27;;;;;;BEM
412;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1305;CADEIRA GIRATORIA. ASSENTO EM: TECIDO. COR: PRETO. ENCOSTO EM: TECIDO. ESTRUTURA;15/12/2015;15/12/2015;152;529;S;A;1026;220317;O;10,0000;10,0000;;;;;;;1680,00;;1;;;;;;;;;9;;30/06/2024;590,0000;89.12;500.88;1.27;;;;;;BEM
413;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;99948540;LICENCA OFFICE 2013;10/12/2015;10/12/2015;147;420;S;A;1016;214841;O;20,0000;20,0000;;;;;;;1680,00;;1;;;;;;;;;13;;30/06/2024;1680,0000;0,0000;1680,0000;0,0000;;;;;;BEM
414;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;999485401;LICENCA OFFICE 2013;10/12/2015;10/12/2015;147;420;S;A;1016;214841;O;20,0000;20,0000;;;;;;;540,00;;1;;;;;;;;;13;;30/06/2024;1680,0000;0,0000;1680,0000;0,0000;;;;;;BEM
415;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6592;MONITOR SAMSUNG. ANO FABRICACAO: 2011. COR: PRETO. ESTRUTURA EM: POLIPROPILENO.;10/12/2015;10/12/2015;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;540,00;;1;;;;;;;;;8;;30/06/2024;540,0000;0,0000;540,0000;0,0000;;;;;;BEM
416;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6590;MONITOR SAMSUNG. ANO FABRICACAO: 2015. COR: PRETO. ESTRUTURA EM: POLIPROPILENO.;10/12/2015;10/12/2015;71;182;S;A;1043;220316;O;20,0000;20,0000;;;;;;;1241,00;;1;;;;;;;;;8;;30/06/2024;540,0000;0,0000;540,0000;0,0000;;;;;;BEM
417;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2841;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: WYSE;08/01/2016;11/01/2016;71;334;S;A;1007;220316;O;20,0000;20,0000;;;;;;;1899,00;;1;;;;;;;;;8;;30/06/2024;1241,0000;0,0000;1241,0000;0,0000;;;;;;BEM
418;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;568;TELEVISAO SAMSUNG. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: SAMSUNG. MODE;14/01/2016;14/01/2016;152;420;S;A;1016;220317;O;10,0000;10,0000;;;;;;;1899,00;;1;;;;;;;;;9;;30/06/2024;1899,0000;302.57;1596.43;4.24;;;;;;BEM
419;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1508;TELEVISAO LG. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: LG. MODELO: 42LS46;14/01/2016;14/01/2016;152;192;S;A;1003;220317;O;10,0000;10,0000;;;;;;;1798.31;;1;;;;;;;;;9;;30/06/2024;1899,0000;302.59;1596.41;4.24;;;;;;BEM
420;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;999169386;SOFT APLICATIVO NGC UNIMEDHOSPITAL;04/01/2016;04/01/2016;147;420;S;A;1016;214841;O;20,0000;20,0000;;;;;;;11024,00;;1;;;;;;;;;13;;30/06/2024;1798.31;0,0000;1798.31;0,0000;;;;;;BEM
421;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;9991693861;SOFT APLICATIVO NGC UNIMEDHOSPITAL;04/01/2016;04/01/2016;147;420;S;A;1016;214841;O;20,0000;20,0000;;;;;;;3209,00;;1;;;;;;;;;13;;30/06/2024;11024,0000;0,0000;11024,0000;0,0000;;;;;;BEM
422;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;92;CENTRAL TELEFONICA DIGITRO. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DIGITRO. MODEL;04/01/2016;04/01/2016;155;420;S;A;1016;210917;O;10,0000;10,0000;;;;;;;2329.69;;1;;;;;;;;;2;;30/06/2024;3209,0000;503.75;2705.25;7.09;;;;;;BEM
423;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;99922848;LICENCA WINDOWS SERVER  CALL ACESSO;01/03/2016;01/03/2016;147;520;S;A;1015;214841;O;20,0000;20,0000;;;;;;;1636.5;;1;;;;;;;;;13;;30/06/2024;2329.69;0,0000;2329.69;0,0000;;;;;;BEM
424;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;9994470;LICENCA SOFTWARE DOCTOR S OFFICE;03/06/2015;02/01/2016;147;520;S;A;1015;214841;O;20,0000;20,0000;;;;;;;999.7;;1;;;;;;;;;13;;30/06/2024;1636.5;0,0000;1636.5;0,0000;;;;;;BEM
425;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;792;MESA EM MDF. ALTURA: 0.80. COMPRIMENTO: 1.30. COR: BRANCO. ESTRUTURA EM: MDF. LA;01/04/2016;01/04/2016;152;162;S;A;1030;220317;O;10,0000;10,0000;;;;;;;999.7;;1;;;;;;;;;9;;30/06/2024;999.7;180.91;818.79;2.45;;;;;;BEM
426;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;793;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.30. COR: CINZA. ESTRUTURA EM: MDF. LAR;01/04/2016;01/04/2016;152;162;S;A;1030;220317;O;10,0000;10,0000;;;;;;;610,00;;1;;;;;;;;;9;;30/06/2024;999.7;180.38;819.32;2.44;;;;;;BEM
427;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;770;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: BRANCO. ENCOSTO EM:;01/10/2015;01/03/2016;152;182;S;A;1048;220317;O;10,0000;10,0000;;;;;;;1725,00;;1;;;;;;;;;9;;30/06/2024;610,0000;105.62;504.38;1.45;;;;;;BEM
428;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;221;HD SAS 600 GB 15 K 3.5 ST3600057SS.;13/04/2016;13/04/2016;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;1725,00;;1;;;;;;;;;8;;30/06/2024;1725,0000;0,0000;1725,0000;0,0000;;;;;;BEM
429;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;222;HD SAS 600 GB 15 K 3.5 ST3600057SS.;13/04/2016;13/04/2016;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;1725,00;;1;;;;;;;;;8;;30/06/2024;1725,0000;0,0000;1725,0000;0,0000;;;;;;BEM
430;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;223;HD SAS 600 GB 15 K 3.5 ST3600057SS.;13/04/2016;13/04/2016;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;1725,00;;1;;;;;;;;;8;;30/06/2024;1725,0000;0,0000;1725,0000;0,0000;;;;;;BEM
431;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;224;HD SAS 600 GB 15 K 3.5 ST3600057SS.;13/04/2016;13/04/2016;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;3200,00;;1;;;;;;;;;8;;30/06/2024;1725,0000;0,0000;1725,0000;0,0000;;;;;;BEM
432;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4020;DVR INTELBRAS. COR: PRETO. ESTRUTURA EM: ACO. MARCA: INTELBRAS. MODELO: HDCVI;03/05/2016;03/05/2016;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;750,00;;1;;;;;;;;;8;;30/06/2024;3200,0000;0,0000;3200,0000;0,0000;;;;;;BEM
433;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;999206;HD WESTER DIGITAL PURPURA 2TB.;03/05/2016;03/05/2016;71;645;S;A;1017;220316;O;20,0000;20,0000;;;;;;;750,00;;1;;;;;;;;;8;;30/06/2024;750,0000;0,0000;750,0000;0,0000;;;;;;BEM
434;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;9996061;HD WESTER DIGITAL PURPURA 2TB.;03/05/2016;03/05/2016;71;645;S;A;1017;220316;O;20,0000;20,0000;;;;;;;24228.89;;1;;;;;;;;;8;;30/06/2024;750,0000;0,0000;750,0000;0,0000;;;;;;BEM
435;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;99938576;LICENCA FORTIGATE;24/05/2016;24/05/2016;147;420;S;A;1016;214841;O;20,0000;20,0000;;;;;;;5006.03;;1;;;;;;;;;13;;30/06/2024;24228.89;0,0000;24228.89;0,0000;;;;;;BEM
436;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6636;RELOGIO DE PONTO DIGICON. COR: CINZA. ESTRUTURA EM: POLIPROPILENO. MARCA: DIGICO;25/08/2015;01/01/2017;71;529;S;A;1026;220316;O;20,0000;20,0000;;;;;;;599.12;;1;;;;;;;;;8;;30/06/2024;5006.03;0,0000;5006.03;0,0000;;;;;;BEM
437;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1049;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: CINZA. ENCOSTO EM:;03/02/2016;01/01/2017;152;380;S;A;1036;220317;O;10,0000;10,0000;;;;;;;1370.59;;1;;;;;;;;;9;;30/06/2024;599.12;153.32;445.8;1.85;;;;;;BEM
438;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;8331;LICENCA DE USO OPMON;13/02/2017;13/02/2017;147;520;S;A;1015;214841;O;20,0000;20,0000;;;;;;;4821.5;;1;;;;;;;;;13;;30/06/2024;1370.59;0,0000;1370.59;0,0000;;;;;;BEM
439;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1773;CPU LENOVO. COR: PRETO. ESTRUTURA EM: ACO. MARCA: LENOVO. MODELO: THINKCENTRE E7;06/01/2017;06/01/2017;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;820,00;;1;;;;;;;;;8;;30/06/2024;4821.5;0,0000;4821.5;0,0000;;;;;;BEM
440;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3628;PURIFICADOR DE AGUA SOFT. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: SOFT.;13/01/2016;01/02/2017;152;170;S;A;1026;220317;O;10,0000;10,0000;;;;;;;820,00;;1;;;;;;;;;9;;30/06/2024;820,0000;216.38;603.62;2.57;;;;;;BEM
441;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4018;PURIFICADOR DE AGUA SOFT. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: SOFT.;13/01/2016;01/02/2017;152;170;S;A;1026;220317;O;10,0000;10,0000;;;;;;;820,00;;1;;;;;;;;;9;;30/06/2024;820,0000;216.39;603.61;2.57;;;;;;BEM
442;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;579;PURIFICADOR DE AGUA SOFT. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: SOFT.;13/01/2016;01/02/2017;152;170;S;A;1026;220317;O;10,0000;10,0000;;;;;;;2728.2;;1;;;;;;;;;9;;30/06/2024;820,0000;216.39;603.61;2.57;;;;;;BEM
443;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;646;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3040;09/03/2017;09/03/2017;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;2728.2;;1;;;;;;;;;8;;30/06/2024;2728.2;0,0000;2728.2;0,0000;;;;;;BEM
444;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;647;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3040;09/03/2017;09/03/2017;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;2728.2;;1;;;;;;;;;8;;30/06/2024;2728.2;0,0000;2728.2;0,0000;;;;;;BEM
445;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;645;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3040;09/03/2017;09/03/2017;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;2728.2;;1;;;;;;;;;8;;30/06/2024;2728.2;0,0000;2728.2;0,0000;;;;;;BEM
446;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;643;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3040;09/03/2017;09/03/2017;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;2728.2;;1;;;;;;;;;8;;30/06/2024;2728.2;0,0000;2728.2;0,0000;;;;;;BEM
447;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;644;MICROCOMPUTADOR COMPOSTO POR MONITOR;09/03/2017;09/03/2017;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;2728.2;;1;;;;;;;;;8;;30/06/2024;2728.2;0,0000;2728.2;0,0000;;;;;;BEM
448;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;642;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3040;09/03/2017;09/03/2017;71;512;S;A;1008;220316;O;20,0000;20,0000;;;;;;;2765.84;;1;;;;;;;;;8;;30/06/2024;2728.2;0,0000;2728.2;0,0000;;;;;;BEM
449;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;556;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3040;10/03/2017;10/03/2017;71;187;S;A;1042;220316;O;20,0000;20,0000;;;;;;;473.98;;1;;;;;;;;;8;;30/06/2024;2765.84;0,0000;2765.84;0,0000;;;;;;BEM
450;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6756;MONITOR DELL. ANO FABRICACAO: 2017. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;10/03/2017;10/03/2017;71;334;S;A;1007;220316;O;20,0000;20,0000;;;;;;;473.98;;1;;;;;;;;;8;;30/06/2024;473.98;0,0000;473.98;0,0000;;;;;;BEM
451;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6754;MONITOR DELL. ANO FABRICACAO: 2017. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;10/03/2017;10/03/2017;71;399;S;A;1032;220316;O;20,0000;20,0000;;;;;;;473.98;;1;;;;;;;;;8;;30/06/2024;473.98;0,0000;473.98;0,0000;;;;;;BEM
452;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6752;MONITOR DELL. ANO FABRICACAO: 2017. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;10/03/2017;10/03/2017;71;334;S;A;1007;220316;O;20,0000;20,0000;;;;;;;473.98;;1;;;;;;;;;8;;30/06/2024;473.98;0,0000;473.98;0,0000;;;;;;BEM
453;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6577;MONITOR DELL. ANO FABRICACAO: 2017. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;10/03/2017;10/03/2017;71;375;S;A;1027;220316;O;20,0000;20,0000;;;;;;;473.98;;1;;;;;;;;;8;;30/06/2024;473.98;0,0000;473.98;0,0000;;;;;;BEM
454;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6476;MONITOR DELL. ANO FABRICACAO: 2017. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;10/03/2017;10/03/2017;71;168;S;A;1012;220316;O;20,0000;20,0000;;;;;;;473.98;;1;;;;;;;;;8;;30/06/2024;473.98;0,0000;473.98;0,0000;;;;;;BEM
455;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6728;MONITOR DELL. ANO FABRICACAO: 2016. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;10/03/2017;10/03/2017;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;473.98;;1;;;;;;;;;8;;30/06/2024;473.98;0,0000;473.98;0,0000;;;;;;BEM
456;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6758;MONITOR DELL. ANO FABRICACAO: 2017. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;10/03/2017;10/03/2017;71;334;S;A;1007;220316;O;20,0000;20,0000;;;;;;;473.98;;1;;;;;;;;;8;;30/06/2024;473.98;0,0000;473.98;0,0000;;;;;;BEM
457;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6523;MONITOR DELL. ANO FABRICACAO: 2017. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;10/03/2017;10/03/2017;71;399;S;A;1032;220316;O;20,0000;20,0000;;;;;;;474.05;;1;;;;;;;;;8;;30/06/2024;473.98;0,0000;473.98;0,0000;;;;;;BEM
458;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6772;MONITOR DELL. ANO FABRICACAO: 2017. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;10/03/2017;10/03/2017;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;473.98;;1;;;;;;;;;8;;30/06/2024;474.05;0,0000;474.05;0,0000;;;;;;BEM
459;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6441;MONITOR DELL. ANO FABRICACAO: 2016. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;10/03/2017;10/03/2017;71;520;S;A;1015;220316;O;20,0000;20,0000;;;;;;;473.98;;1;;;;;;;;;8;;30/06/2024;473.98;0,0000;473.98;0,0000;;;;;;BEM
460;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6439;MONITOR DELL. ANO FABRICACAO: 2017. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;10/03/2017;10/03/2017;71;520;S;A;1015;220316;O;20,0000;20,0000;;;;;;;474,00;;1;;;;;;;;;8;;30/06/2024;473.98;0,0000;473.98;0,0000;;;;;;BEM
461;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6732;MONITOR DELL. ANO FABRICACAO: 2016. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;10/03/2017;10/03/2017;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;473.98;;1;;;;;;;;;8;;30/06/2024;474,0000;0,0000;474,0000;0,0000;;;;;;BEM
462;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6730;MONITOR DELL. ANO FABRICACAO: 2016. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;10/03/2017;10/03/2017;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;2765.84;;1;;;;;;;;;8;;30/06/2024;473.98;0,0000;473.98;0,0000;;;;;;BEM
463;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2190;MONITOR DELL. ANO FABRICACAO: 2015. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;10/03/2017;10/03/2017;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;595,00;;1;;;;;;;;;8;;30/06/2024;2765.84;0,0000;2765.84;0,0000;;;;;;BEM
464;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3752;CADEIRA GIRATORIA. ASSENTO EM: POLIPROPILENO. COR: BRANCO. ENCOSTO EM: POLIPROPI;03/05/2017;03/05/2017;152;167;S;A;1018;220317;O;10,0000;10,0000;;;;;;;2299,00;;1;;;;;;;;;9;;30/06/2024;595,0000;171.75;423.25;1.97;;;;;;BEM
465;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;555552;APARELHO CELULAR;09/05/2017;09/05/2017;152;512;S;A;1008;220317;O;10,0000;10,0000;;;;;;;528,00;;1;;;;;;;;;9;;30/06/2024;2299,0000;667.7;1631.3;7.65;;;;;;BEM
466;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6545;MONITOR DELL. ANO FABRICACAO: 2017. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;23/05/2017;23/05/2017;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;528,00;;1;;;;;;;;;8;;30/06/2024;528,0000;0,0000;528,0000;0,0000;;;;;;BEM
467;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6544;MONITOR DELL. ANO FABRICACAO: 2017. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;23/05/2017;23/05/2017;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;1703.08;;1;;;;;;;;;8;;30/06/2024;528,0000;0,0000;528,0000;0,0000;;;;;;BEM
468;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2197;MONITOR SAMSUNG. ANO FABRICACAO: 2015. COR: PRETO. ESTRUTURA EM: POLIPROPILENO.;06/11/2014;02/05/2017;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;2614.09;;1;;;;;;;;;9;;30/06/2024;1703.08;491.73;1211.35;5.65;;;;;;BEM
469;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;415;CPU DELL. COR: ORETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3040;30/05/2017;30/05/2017;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;528,00;;1;;;;;;;;;8;;30/06/2024;2614.09;0,0000;2614.09;0,0000;;;;;;BEM
470;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6549;MONITOR DELL. ANO FABRICACAO: 2017. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;01/06/2017;01/06/2017;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;1999,00;;1;;;;;;;;;8;;30/06/2024;528,0000;0,0000;528,0000;0,0000;;;;;;BEM
471;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;555554;APARELHO CELULAR;09/05/2017;09/05/2017;152;184;S;A;1023;220317;O;10,0000;10,0000;;;;;;;2614.1;;1;;;;;;;;;9;;30/06/2024;1999,0000;580.55;1418.45;6.65;;;;;;BEM
472;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;667;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3040;20/05/2017;20/05/2017;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;2614.1;;1;;;;;;;;;8;;30/06/2024;2614.1;0,0000;2614.1;0,0000;;;;;;BEM
